post_id,platform,text,num_hashtags,num_emojis,post_length,sentiment,engagement,viral_label,time_of_day,day_of_week
post_1190,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,0,4,79,Neutral,274,Not Viral,Afternoon,Sunday
post_1191,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,4,82,Neutral,431,Not Viral,Morning,Tuesday
post_1192,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,2,68,Neutral,344,Not Viral,Evening,Saturday
post_1193,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,3,78,Negative,713,Not Viral,Morning,Monday
post_1194,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,0,68,Neutral,662,Not Viral,Evening,Saturday
post_1195,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,3,83,Negative,312,Viral,Evening,Wednesday
post_1196,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,4,78,Positive,650,Viral,Evening,Sunday
post_1197,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,4,2,70,Neutral,592,Viral,Evening,Friday
post_1198,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,2,71,Neutral,612,Not Viral,Morning,Saturday
post_1199,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,1,82,Positive,104,Not Viral,Morning,Saturday
post_1200,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,3,68,Neutral,678,Not Viral,Afternoon,Sunday
post_1201,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,1,78,Neutral,266,Not Viral,Afternoon,Monday
post_1202,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,4,68,Negative,723,Not Viral,Morning,Tuesday
post_1203,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,3,68,Negative,646,Viral,Morning,Thursday
post_1204,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,1,78,Neutral,990,Not Viral,Afternoon,Tuesday
post_1205,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,1,71,Negative,81,Not Viral,Afternoon,Friday
post_1206,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,1,82,Positive,672,Not Viral,Afternoon,Friday
post_1207,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,0,3,71,Positive,769,Viral,Afternoon,Tuesday
post_1208,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,1,0,71,Negative,479,Not Viral,Morning,Thursday
post_1209,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,4,71,Positive,921,Not Viral,Evening,Wednesday
post_1210,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,0,81,Positive,645,Viral,Afternoon,Friday
post_1211,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,0,1,71,Positive,251,Not Viral,Afternoon,Tuesday
post_1212,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,2,0,79,Positive,210,Not Viral,Afternoon,Friday
post_1213,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,3,0,70,Positive,989,Viral,Evening,Wednesday
post_1214,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,3,81,Negative,660,Not Viral,Morning,Friday
post_1215,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Positive,925,Not Viral,Afternoon,Saturday
post_1216,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,4,81,Negative,834,Not Viral,Morning,Monday
post_1217,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,2,78,Negative,125,Viral,Afternoon,Sunday
post_1218,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,3,71,Positive,458,Not Viral,Afternoon,Wednesday
post_1219,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,4,3,70,Neutral,893,Not Viral,Afternoon,Tuesday
post_1220,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,3,78,Positive,76,Not Viral,Evening,Thursday
post_1221,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,2,4,70,Positive,511,Not Viral,Evening,Thursday
post_1222,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,1,76,Positive,533,Not Viral,Morning,Sunday
post_1223,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,1,76,Positive,584,Not Viral,Evening,Wednesday
post_1224,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,1,78,Neutral,531,Not Viral,Morning,Sunday
post_1225,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,3,71,Positive,611,Not Viral,Afternoon,Wednesday
post_1226,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,4,76,Negative,354,Viral,Evening,Tuesday
post_1227,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,3,76,Negative,292,Viral,Evening,Wednesday
post_1228,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,0,78,Neutral,656,Not Viral,Evening,Sunday
post_1229,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,1,3,70,Negative,693,Not Viral,Evening,Monday
post_1230,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,2,3,71,Negative,177,Viral,Evening,Wednesday
post_1231,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,0,83,Neutral,100,Not Viral,Evening,Monday
post_1232,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,2,82,Negative,575,Not Viral,Morning,Wednesday
post_1233,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,2,0,71,Neutral,149,Not Viral,Morning,Wednesday
post_1234,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,1,4,79,Negative,80,Viral,Morning,Thursday
post_1235,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,0,76,Neutral,873,Not Viral,Morning,Thursday
post_1236,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,0,76,Neutral,656,Not Viral,Morning,Tuesday
post_1237,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,1,2,70,Neutral,764,Not Viral,Morning,Tuesday
post_1238,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,0,1,78,Positive,284,Not Viral,Evening,Tuesday
post_1239,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,1,82,Negative,500,Not Viral,Morning,Tuesday
post_1240,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,1,71,Negative,550,Not Viral,Afternoon,Friday
post_1241,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,0,4,78,Positive,538,Not Viral,Morning,Tuesday
post_1242,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,1,82,Negative,242,Not Viral,Evening,Sunday
post_1243,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,2,83,Neutral,680,Not Viral,Morning,Sunday
post_1244,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,4,78,Neutral,400,Not Viral,Morning,Saturday
post_1245,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,1,1,70,Positive,216,Not Viral,Morning,Wednesday
post_1246,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,4,2,71,Neutral,134,Viral,Evening,Saturday
post_1247,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,4,1,79,Positive,349,Not Viral,Evening,Monday
post_1248,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,0,71,Neutral,606,Not Viral,Morning,Friday
post_1249,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,4,78,Positive,906,Not Viral,Morning,Saturday
post_1250,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,1,76,Negative,151,Not Viral,Morning,Wednesday
post_1251,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,5,4,71,Negative,150,Not Viral,Evening,Saturday
post_1252,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,2,76,Positive,315,Viral,Afternoon,Friday
post_1253,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,2,68,Negative,938,Not Viral,Morning,Saturday
post_1254,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,3,71,Positive,320,Not Viral,Evening,Wednesday
post_1255,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,1,1,70,Negative,598,Not Viral,Evening,Monday
post_1256,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,2,68,Neutral,450,Not Viral,Afternoon,Sunday
post_1257,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,2,83,Positive,222,Not Viral,Afternoon,Friday
post_1258,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,1,68,Neutral,73,Not Viral,Afternoon,Tuesday
post_1259,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,1,1,71,Negative,369,Not Viral,Morning,Sunday
post_1260,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,3,82,Positive,996,Not Viral,Evening,Monday
post_1261,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,2,78,Positive,539,Viral,Morning,Thursday
post_1262,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,5,0,70,Neutral,605,Not Viral,Morning,Saturday
post_1263,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,4,81,Neutral,156,Not Viral,Morning,Tuesday
post_1264,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,2,4,70,Neutral,492,Not Viral,Afternoon,Wednesday
post_1265,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,1,71,Negative,221,Not Viral,Evening,Friday
post_1266,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,5,3,70,Negative,944,Viral,Morning,Sunday
post_1267,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,3,82,Positive,577,Viral,Morning,Tuesday
post_1268,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,4,2,71,Negative,628,Not Viral,Evening,Tuesday
post_1269,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,2,81,Neutral,366,Not Viral,Evening,Sunday
post_1270,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,3,68,Negative,318,Not Viral,Morning,Sunday
post_1271,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,1,2,70,Negative,762,Not Viral,Evening,Monday
post_1272,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,4,78,Neutral,145,Not Viral,Morning,Monday
post_1273,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,1,76,Negative,847,Not Viral,Morning,Monday
post_1274,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,4,76,Positive,483,Not Viral,Morning,Saturday
post_1275,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,3,4,71,Positive,61,Not Viral,Morning,Friday
post_1276,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,3,71,Positive,324,Not Viral,Morning,Saturday
post_1277,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,4,71,Neutral,525,Not Viral,Evening,Saturday
post_1278,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,2,3,70,Negative,773,Not Viral,Afternoon,Tuesday
post_1279,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,2,2,71,Neutral,824,Not Viral,Morning,Monday
post_1280,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,1,0,71,Neutral,122,Not Viral,Evening,Wednesday
post_1281,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,2,82,Positive,715,Not Viral,Morning,Friday
post_1282,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,1,4,79,Neutral,573,Not Viral,Morning,Tuesday
post_1283,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,4,71,Positive,775,Not Viral,Afternoon,Wednesday
post_1284,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,1,81,Neutral,264,Viral,Morning,Monday
post_1285,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,4,78,Negative,155,Not Viral,Afternoon,Monday
post_1286,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,0,81,Negative,596,Viral,Morning,Monday
post_1287,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,1,71,Neutral,275,Viral,Evening,Wednesday
post_1288,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,4,68,Positive,446,Not Viral,Evening,Wednesday
post_1289,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,4,81,Negative,738,Not Viral,Morning,Tuesday
post_1290,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,4,4,70,Negative,720,Viral,Evening,Saturday
post_1291,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,4,71,Neutral,360,Not Viral,Evening,Wednesday
post_1292,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,2,76,Negative,629,Not Viral,Afternoon,Saturday
post_1293,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,4,2,71,Neutral,422,Not Viral,Afternoon,Tuesday
post_1294,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,3,4,70,Negative,893,Not Viral,Afternoon,Tuesday
post_1295,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,2,68,Neutral,190,Not Viral,Afternoon,Thursday
post_1296,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,0,76,Negative,244,Not Viral,Evening,Sunday
post_1297,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,0,71,Negative,228,Not Viral,Afternoon,Friday
